v1,v2,v3,v4,Duty Cycle
3.645958328,3.645958328,3.645958328,3.645958328,0.712599543
0.472152926,0.472152926,0.472152926,0.472152926,0.71005647
7.802423475,7.802423475,7.802423475,7.802423475,0.72624108
6.434291497,6.434291497,6.434291497,6.434291497,0.691426257
0.658928016,0.658928016,0.658928016,0.658928016,0.70468596
3.566674742,3.566674742,3.566674742,3.566674742,0.724199628
11.62580334,11.62580334,11.62580334,11.62580334,0.683894688
3.066392201,3.066392201,3.066392201,3.066392201,0.682794413
1.854654363,1.854654363,1.854654363,1.854654363,0.691665114
6.264995332,6.264995332,6.264995332,6.264995332,0.711651061
12.61632581,12.61632581,12.61632581,12.61632581,0.692993981
3.098307475,3.098307475,3.098307475,3.098307475,0.689511994
8.603335007,8.603335007,8.603335007,8.603335007,0.702940116
9.748731076,9.748731076,9.748731076,9.748731076,0.710679903
3.041760563,3.041760563,3.041760563,3.041760563,0.692427885
9.321169262,9.321169262,9.321169262,9.321169262,0.695034559
4.707624099,4.707624099,4.707624099,4.707624099,0.710677965
8.093514632,8.093514632,8.093514632,8.093514632,0.727286921
8.109180298,8.109180298,8.109180298,8.109180298,0.713737086
6.857915956,6.857915956,6.857915956,6.857915956,0.719145207
1.155709057,1.155709057,1.155709057,1.155709057,0.698340505
10.69187194,10.69187194,10.69187194,10.69187194,0.693612718
4.105984832,4.105984832,4.105984832,4.105984832,0.702713387
2.387436933,2.387436933,2.387436933,2.387436933,0.720356641
0.521921812,0.521921812,0.521921812,0.521921812,0.702814982
7.563429673,7.563429673,7.563429673,7.563429673,0.72233627
8.672823832,8.672823832,8.672823832,8.672823832,0.729438599
0.21232421,0.21232421,0.21232421,0.21232421,0.683601333
6.554791146,6.554791146,6.554791146,6.554791146,0.682270508
2.899145923,2.899145923,2.899145923,2.899145923,0.687479485
8.258211717,8.258211717,8.258211717,8.258211717,0.699218484
2.231890291,2.231890291,2.231890291,2.231890291,0.68655211
8.844003048,8.844003048,8.844003048,8.844003048,0.723533224
4.950212433,4.950212433,4.950212433,4.950212433,0.681157313
11.99014386,11.99014386,11.99014386,11.99014386,0.695789636
1.760268085,1.760268085,1.760268085,1.760268085,0.689234731
4.365649293,4.365649293,4.365649293,4.365649293,0.726576967
1.452461072,1.452461072,1.452461072,1.452461072,0.71347405
11.83607831,11.83607831,11.83607831,11.83607831,0.725601513
11.22994372,11.22994372,11.22994372,11.22994372,0.728616436
3.301652835,3.301652835,3.301652835,3.301652835,0.704854912
8.447795789,8.447795789,8.447795789,8.447795789,0.691715955
10.46044416,10.46044416,10.46044416,10.46044416,0.689686439
7.106570388,7.106570388,7.106570388,7.106570388,0.691145943
6.779527403,6.779527403,6.779527403,6.779527403,0.715429665
3.095709324,3.095709324,3.095709324,3.095709324,0.682022286
1.191715428,1.191715428,1.191715428,1.191715428,0.682568054
11.4843617,11.4843617,11.4843617,11.4843617,0.710407147
11.52535113,11.52535113,11.52535113,11.52535113,0.712102857
8.103698653,8.103698653,8.103698653,8.103698653,0.713263146
4.339581325,4.339581325,4.339581325,4.339581325,0.698594025
4.469882555,4.469882555,4.469882555,4.469882555,0.720297244
9.29223269,9.29223269,9.29223269,9.29223269,0.706681229
11.48301133,11.48301133,11.48301133,11.48301133,0.685273282
11.35470623,11.35470623,11.35470623,11.35470623,0.719854965
9.982406987,9.982406987,9.982406987,9.982406987,0.727653389
8.218005071,8.218005071,8.218005071,8.218005071,0.683001816
1.076991552,1.076991552,1.076991552,1.076991552,0.699567567
2.06884754,2.06884754,2.06884754,2.06884754,0.704375802
11.50149361,11.50149361,11.50149361,11.50149361,0.687323538
7.762291964,7.762291964,7.762291964,7.762291964,0.723385447
0.117722261,0.117722261,0.117722261,0.117722261,0.694207482
1.298835749,1.298835749,1.298835749,1.298835749,0.719150427
8.492822645,8.492822645,8.492822645,8.492822645,0.713549724
0.064788273,0.064788273,0.064788273,0.064788273,0.709902291
2.058343058,2.058343058,2.058343058,2.058343058,0.689607142
7.023792504,7.023792504,7.023792504,7.023792504,0.691035176
8.85625853,8.85625853,8.85625853,8.85625853,0.68236742
8.345104122,8.345104122,8.345104122,8.345104122,0.692035621
2.870647161,2.870647161,2.870647161,2.870647161,0.69727218
9.115894033,9.115894033,9.115894033,9.115894033,0.721657265
3.03678832,3.03678832,3.03678832,3.03678832,0.698319633
4.165116136,4.165116136,4.165116136,4.165116136,0.717731089
9.555089986,9.555089986,9.555089986,9.555089986,0.701972114
8.315301108,8.315301108,8.315301108,8.315301108,0.719243416
10.87005965,10.87005965,10.87005965,10.87005965,0.72881358
8.417445021,8.417445021,8.417445021,8.417445021,0.691992078
7.274350123,7.274350123,7.274350123,7.274350123,0.723117081
1.199037028,1.199037028,1.199037028,1.199037028,0.711091204
4.706762279,4.706762279,4.706762279,4.706762279,0.720864713
3.394590306,3.394590306,3.394590306,3.394590306,0.712579295
3.123067435,3.123067435,3.123067435,3.123067435,0.701197475
12.4545351,12.4545351,12.4545351,12.4545351,0.691403747
5.031650876,5.031650876,5.031650876,5.031650876,0.683501761
11.41819591,11.41819591,11.41819591,11.41819591,0.706775918
8.078574413,8.078574413,8.078574413,8.078574413,0.729516305
10.17358469,10.17358469,10.17358469,10.17358469,0.71690209
6.433754792,6.433754792,6.433754792,6.433754792,0.696367277
7.384369723,7.384369723,7.384369723,7.384369723,0.72136024
6.304226481,6.304226481,6.304226481,6.304226481,0.7184492
2.499110244,2.499110244,2.499110244,2.499110244,0.69408179
9.247387075,9.247387075,9.247387075,9.247387075,0.680715374
3.593886239,3.593886239,3.593886239,3.593886239,0.685908132
0.31124437,0.31124437,0.31124437,0.31124437,0.72386531
8.262045388,8.262045388,8.262045388,8.262045388,0.721828152
2.267016696,2.267016696,2.267016696,2.267016696,0.69476045
12.03786988,12.03786988,12.03786988,12.03786988,0.694259771
12.21028579,12.21028579,12.21028579,12.21028579,0.719643249
11.71026419,11.71026419,11.71026419,11.71026419,0.726886873
4.738031363,4.738031363,4.738031363,4.738031363,0.718956863
0.197844692,0.197844692,0.197844692,0.197844692,0.710278934
11.8824776,11.8824776,11.8824776,11.8824776,0.692133568
5.480757098,5.480757098,5.480757098,5.480757098,0.706287396
12.37318168,12.37318168,12.37318168,12.37318168,0.691675593
12.33433571,12.33433571,12.33433571,12.33433571,0.720400571
10.91852103,10.91852103,10.91852103,10.91852103,0.699348054
3.768945818,3.768945818,3.768945818,3.768945818,0.721684861
4.929250926,4.929250926,4.929250926,4.929250926,0.699080461
10.8945494,10.8945494,10.8945494,10.8945494,0.72120747
4.056601666,4.056601666,4.056601666,4.056601666,0.696665891
2.169507158,2.169507158,2.169507158,2.169507158,0.702006635
7.127056159,7.127056159,7.127056159,7.127056159,0.710774421
11.98278111,11.98278111,11.98278111,11.98278111,0.683514381
8.909181397,8.909181397,8.909181397,8.909181397,0.727410353
7.296782977,7.296782977,7.296782977,7.296782977,0.708680289
1.24385912,1.24385912,1.24385912,1.24385912,0.705391001
7.872092502,7.872092502,7.872092502,7.872092502,0.721969699
12.67268928,12.67268928,12.67268928,12.67268928,0.723288136
1.793075395,1.793075395,1.793075395,1.793075395,0.70611302
6.63461955,6.63461955,6.63461955,6.63461955,0.726363116
11.23037532,11.23037532,11.23037532,11.23037532,0.683236888
9.481838307,9.481838307,9.481838307,9.481838307,0.68566129
8.921801485,8.921801485,8.921801485,8.921801485,0.709839412
8.991796275,8.991796275,8.991796275,8.991796275,0.697703293
4.601486736,4.601486736,4.601486736,4.601486736,0.703211258
3.757975607,3.757975607,3.757975607,3.757975607,0.696403961
10.35982279,10.35982279,10.35982279,10.35982279,0.700236266
10.36945145,10.36945145,10.36945145,10.36945145,0.721132317
11.09852568,11.09852568,11.09852568,11.09852568,0.70967381
11.68947907,11.68947907,11.68947907,11.68947907,0.729867227
6.545182705,6.545182705,6.545182705,6.545182705,0.71934396
6.419408572,6.419408572,6.419408572,6.419408572,0.693683313
10.21817829,10.21817829,10.21817829,10.21817829,0.693217256
8.319538314,8.319538314,8.319538314,8.319538314,0.696794914
8.985176029,8.985176029,8.985176029,8.985176029,0.722162974
10.18614617,10.18614617,10.18614617,10.18614617,0.681364383
11.39206838,11.39206838,11.39206838,11.39206838,0.691509064
4.326338008,4.326338008,4.326338008,4.326338008,0.725245921
4.807461794,4.807461794,4.807461794,4.807461794,0.711994822
1.20296883,1.20296883,1.20296883,1.20296883,0.691342355
7.401985805,7.401985805,7.401985805,7.401985805,0.690957248
0.460061105,0.460061105,0.460061105,0.460061105,0.723130905
5.959654632,5.959654632,5.959654632,5.959654632,0.724687875
6.945851324,6.945851324,6.945851324,6.945851324,0.692806555
3.667728027,3.667728027,3.667728027,3.667728027,0.701025518
7.562665735,7.562665735,7.562665735,7.562665735,0.721729787
0.390403199,0.390403199,0.390403199,0.390403199,0.718550372
0.478056816,0.478056816,0.478056816,0.478056816,0.720695805
10.52928718,10.52928718,10.52928718,10.52928718,0.70591991
4.61044021,4.61044021,4.61044021,4.61044021,0.725577452
1.626374562,1.626374562,1.626374562,1.626374562,0.696297577
6.684713729,6.684713729,6.684713729,6.684713729,0.687833607
9.85591748,9.85591748,9.85591748,9.85591748,0.715436617
2.762509152,2.762509152,2.762509152,2.762509152,0.706967721
7.97299809,7.97299809,7.97299809,7.97299809,0.722729288
1.092447552,1.092447552,1.092447552,1.092447552,0.684057962
0.661526031,0.661526031,0.661526031,0.661526031,0.72218462
6.801339284,6.801339284,6.801339284,6.801339284,0.694664733
6.920129557,6.920129557,6.920129557,6.920129557,0.712742783
8.159102739,8.159102739,8.159102739,8.159102739,0.682006439
9.293969072,9.293969072,9.293969072,9.293969072,0.710479065
12.49090662,12.49090662,12.49090662,12.49090662,0.715863584
6.608644458,6.608644458,6.608644458,6.608644458,0.698437511
4.133842854,4.133842854,4.133842854,4.133842854,0.690770535
10.17838329,10.17838329,10.17838329,10.17838329,0.706881534
3.466652816,3.466652816,3.466652816,3.466652816,0.72165954
5.618834185,5.618834185,5.618834185,5.618834185,0.696177368
1.004241681,1.004241681,1.004241681,1.004241681,0.692623465
0.324489516,0.324489516,0.324489516,0.324489516,0.693946765
12.32189971,12.32189971,12.32189971,12.32189971,0.727456608
10.70054554,10.70054554,10.70054554,10.70054554,0.697963846
8.908469838,8.908469838,8.908469838,8.908469838,0.680180212
5.234597689,5.234597689,5.234597689,5.234597689,0.71908406
2.218167297,2.218167297,2.218167297,2.218167297,0.71496374
2.002394146,2.002394146,2.002394146,2.002394146,0.686428413
3.203109097,3.203109097,3.203109097,3.203109097,0.729245212
7.030101308,7.030101308,7.030101308,7.030101308,0.710403114
9.146827811,9.146827811,9.146827811,9.146827811,0.705038975
8.450526422,8.450526422,8.450526422,8.450526422,0.699110963
3.583153881,3.583153881,3.583153881,3.583153881,0.724933638
12.22227559,12.22227559,12.22227559,12.22227559,0.692198174
9.445080534,9.445080534,9.445080534,9.445080534,0.694288445
7.095731872,7.095731872,7.095731872,7.095731872,0.68612054
7.830025552,7.830025552,7.830025552,7.830025552,0.717955955
5.370880799,5.370880799,5.370880799,5.370880799,0.709777464
3.170956666,3.170956666,3.170956666,3.170956666,0.710453308
4.556450287,4.556450287,4.556450287,4.556450287,0.690923522
9.700430214,9.700430214,9.700430214,9.700430214,0.712558419
0.184236654,0.184236654,0.184236654,0.184236654,0.718272922
1.485729798,1.485729798,1.485729798,1.485729798,0.697894427
0.588833818,0.588833818,0.588833818,0.588833818,0.720067357
0.52132867,0.52132867,0.52132867,0.52132867,0.697439529
10.94989548,10.94989548,10.94989548,10.94989548,0.717906923
9.0068206,9.0068206,9.0068206,9.0068206,0.681686505
6.069425012,6.069425012,6.069425012,6.069425012,0.70755823
1.252277256,1.252277256,1.252277256,1.252277256,0.728476328
6.292683201,6.292683201,6.292683201,6.292683201,0.72906223
6.060438666,6.060438666,6.060438666,6.060438666,0.694087629
2.216983935,2.216983935,2.216983935,2.216983935,0.702069955
5.55330111,5.55330111,5.55330111,5.55330111,0.683148895
5.1008606,5.1008606,5.1008606,5.1008606,0.723667065
7.882881255,7.882881255,7.882881255,7.882881255,0.708428608
8.129198731,8.129198731,8.129198731,8.129198731,0.699255034
0.579891325,0.579891325,0.579891325,0.579891325,0.685638528
4.795041467,4.795041467,4.795041467,4.795041467,0.727338364
8.011006921,8.011006921,8.011006921,8.011006921,0.706510952
6.44014411,6.44014411,6.44014411,6.44014411,0.694146396
10.96306997,10.96306997,10.96306997,10.96306997,0.697510757
8.431278485,8.431278485,8.431278485,8.431278485,0.693534859
2.085560667,2.085560667,2.085560667,2.085560667,0.71009049
0.903279967,0.903279967,0.903279967,0.903279967,0.726498179
8.222966761,8.222966761,8.222966761,8.222966761,0.72283469
0.339344775,0.339344775,0.339344775,0.339344775,0.703019044
7.49792744,7.49792744,7.49792744,7.49792744,0.721324968
12.03494709,12.03494709,12.03494709,12.03494709,0.701155274
7.366069477,7.366069477,7.366069477,7.366069477,0.692615357
4.968575055,4.968575055,4.968575055,4.968575055,0.729170756
8.234089196,8.234089196,8.234089196,8.234089196,0.695194378
5.865636998,5.865636998,5.865636998,5.865636998,0.696186212
6.983894903,6.983894903,6.983894903,6.983894903,0.729484643
12.05074955,12.05074955,12.05074955,12.05074955,0.686696375
4.942113764,4.942113764,4.942113764,4.942113764,0.718026699
12.30323922,12.30323922,12.30323922,12.30323922,0.726790638
11.58848822,11.58848822,11.58848822,11.58848822,0.70558975
2.506126525,2.506126525,2.506126525,2.506126525,0.680126088
0.887824651,0.887824651,0.887824651,0.887824651,0.698752947
1.289958418,1.289958418,1.289958418,1.289958418,0.68557845
0.233239368,0.233239368,0.233239368,0.233239368,0.700809383
1.208869898,1.208869898,1.208869898,1.208869898,0.719501338
8.7424867,8.7424867,8.7424867,8.7424867,0.701935577
0.9112147,0.9112147,0.9112147,0.9112147,0.701596256
4.082888068,4.082888068,4.082888068,4.082888068,0.707839474
10.81440398,10.81440398,10.81440398,10.81440398,0.709084529
0.297880777,0.297880777,0.297880777,0.297880777,0.722814815
10.42519658,10.42519658,10.42519658,10.42519658,0.695417772
3.607741117,3.607741117,3.607741117,3.607741117,0.721083563
1.512509794,1.512509794,1.512509794,1.512509794,0.708296687
8.918235717,8.918235717,8.918235717,8.918235717,0.695026477
8.050468439,8.050468439,8.050468439,8.050468439,0.694756302
11.23164177,11.23164177,11.23164177,11.23164177,0.698056876
9.408909361,9.408909361,9.408909361,9.408909361,0.711134662
10.28455591,10.28455591,10.28455591,10.28455591,0.691540587
3.610042529,3.610042529,3.610042529,3.610042529,0.726016678
2.27122616,2.27122616,2.27122616,2.27122616,0.708745629
9.607868821,9.607868821,9.607868821,9.607868821,0.726000789
10.32748466,10.32748466,10.32748466,10.32748466,0.682320218
12.67846582,12.67846582,12.67846582,12.67846582,0.697130569
5.281506264,5.281506264,5.281506264,5.281506264,0.681140383
4.761831498,4.761831498,4.761831498,4.761831498,0.693612591
9.938085897,9.938085897,9.938085897,9.938085897,0.723100324
4.362285315,4.362285315,4.362285315,4.362285315,0.681830486
11.91369377,11.91369377,11.91369377,11.91369377,0.701807355
10.98768322,10.98768322,10.98768322,10.98768322,0.685878354
5.49112355,5.49112355,5.49112355,5.49112355,0.700842033
9.611149668,9.611149668,9.611149668,9.611149668,0.721942579
9.658148788,9.658148788,9.658148788,9.658148788,0.711153552
1.319985521,1.319985521,1.319985521,1.319985521,0.716837817
11.55267721,11.55267721,11.55267721,11.55267721,0.697455206
6.467230367,6.467230367,6.467230367,6.467230367,0.727219885
10.57865557,10.57865557,10.57865557,10.57865557,0.715463105
4.096634893,4.096634893,4.096634893,4.096634893,0.701089941
11.46269732,11.46269732,11.46269732,11.46269732,0.70132324
4.981781488,4.981781488,4.981781488,4.981781488,0.725934209
0.138721939,0.138721939,0.138721939,0.138721939,0.708820235
11.5888893,11.5888893,11.5888893,11.5888893,0.71531896
1.168469463,1.168469463,1.168469463,1.168469463,0.700851761
4.087214561,4.087214561,4.087214561,4.087214561,0.691184638
12.16079318,12.16079318,12.16079318,12.16079318,0.716177965
12.16777148,12.16777148,12.16777148,12.16777148,0.710391189
7.340004968,7.340004968,7.340004968,7.340004968,0.705067144
8.087516316,8.087516316,8.087516316,8.087516316,0.711201047
5.740102681,5.740102681,5.740102681,5.740102681,0.690414279
3.753097878,3.753097878,3.753097878,3.753097878,0.719696935
4.206906181,4.206906181,4.206906181,4.206906181,0.72740814
8.608236238,8.608236238,8.608236238,8.608236238,0.724555157
9.630393977,9.630393977,9.630393977,9.630393977,0.696071787
10.13221176,10.13221176,10.13221176,10.13221176,0.700300289
10.10711223,10.10711223,10.10711223,10.10711223,0.720420115
1.167438119,1.167438119,1.167438119,1.167438119,0.709755857
6.3285799,6.3285799,6.3285799,6.3285799,0.707395722
0.736752128,0.736752128,0.736752128,0.736752128,0.726332098
7.033969694,7.033969694,7.033969694,7.033969694,0.706801248
5.651590418,5.651590418,5.651590418,5.651590418,0.705746934
11.36261354,11.36261354,11.36261354,11.36261354,0.68210093
4.491712161,4.491712161,4.491712161,4.491712161,0.683470848
1.49845781,1.49845781,1.49845781,1.49845781,0.680371015
1.83029353,1.83029353,1.83029353,1.83029353,0.725662211
9.747336086,9.747336086,9.747336086,9.747336086,0.700419333
7.91319121,7.91319121,7.91319121,7.91319121,0.703428069
1.294370254,1.294370254,1.294370254,1.294370254,0.722269347
1.076567118,1.076567118,1.076567118,1.076567118,0.710462316
8.972404883,8.972404883,8.972404883,8.972404883,0.71047508
0.931366481,0.931366481,0.931366481,0.931366481,0.694826721
10.51980876,10.51980876,10.51980876,10.51980876,0.721695419
9.039900508,9.039900508,9.039900508,9.039900508,0.688291499
1.041264392,1.041264392,1.041264392,1.041264392,0.68265748
1.08592274,1.08592274,1.08592274,1.08592274,0.689580168
12.6289866,12.6289866,12.6289866,12.6289866,0.693386861
4.790666186,4.790666186,4.790666186,4.790666186,0.694115553
4.744219482,4.744219482,4.744219482,4.744219482,0.71352568
10.40383446,10.40383446,10.40383446,10.40383446,0.690891229
12.12478179,12.12478179,12.12478179,12.12478179,0.713832915
12.62081362,12.62081362,12.62081362,12.62081362,0.684556609
9.643240771,9.643240771,9.643240771,9.643240771,0.687360123
4.816122695,4.816122695,4.816122695,4.816122695,0.705441072
1.068809174,1.068809174,1.068809174,1.068809174,0.72609479
9.947480524,9.947480524,9.947480524,9.947480524,0.722978379
7.147574397,7.147574397,7.147574397,7.147574397,0.728437672
5.430041718,5.430041718,5.430041718,5.430041718,0.712523953
11.60133613,11.60133613,11.60133613,11.60133613,0.713790743
1.423327774,1.423327774,1.423327774,1.423327774,0.71125115
6.305601335,6.305601335,6.305601335,6.305601335,0.711140946
0.145326653,0.145326653,0.145326653,0.145326653,0.687356017
5.998856218,5.998856218,5.998856218,5.998856218,0.707186948
0.720681929,0.720681929,0.720681929,0.720681929,0.699303397
1.520869328,1.520869328,1.520869328,1.520869328,0.702126861
1.504335959,1.504335959,1.504335959,1.504335959,0.706180029
8.309891867,8.309891867,8.309891867,8.309891867,0.686419809
9.549374455,9.549374455,9.549374455,9.549374455,0.697974387
7.467120193,7.467120193,7.467120193,7.467120193,0.683172478
12.31580862,12.31580862,12.31580862,12.31580862,0.728983407
